Unnamed: 0,GOODS_NM,goods_kor,Column1
센트룸 포키즈 츄어블정,1,센트룸 포키즈 츄어블정,블정
상아이크린왁스형치실,1,상아이크린왁스형치실,치실
소아용카데프엘릭실(디곡신),1,소아용카데프엘릭실,릭실
페리오클린치과용연고(염산미노사이클린),1,페리오클린치과용연고,연고
(신)서울사 기능성 은나노방한대(청색/성인용),1,서울사 기능성 은나노방한대,한대
Supersafe 비멸균 라텍스글러브,1, 비멸균 라텍스글러브,러브
후크 KLEINERT SKIN HOOK ,1,후크    ,  
아크네스 오일컨트롤 파우더 스킨 ,1,아크네스 오일컨트롤 파우더 스킨 ,킨 
레드파워 크릴1200 (남극크릴오일100%),1,레드파워 크릴 ,릴 
명문제약비타롱(그린펀치),1,명문제약비타롱,타롱
소피루비 세븐베리츄어블+비타민,1,소피루비 세븐베리츄어블비타민,타민
소피루비 아이비타C 도장놀이 세트,1,소피루비 아이비타 도장놀이 세트,세트
프로신 점안액,1,프로신 점안액,안액
녹십자HS 써니비타민D 1000 IU(연질캡슐),1,녹십자 써니비타민  ,  
레스포정(염산테르비나핀)(관병),1,레스포정,포정
듀얼 혀크리너(색상랜덤)세트,1,듀얼 혀크리너세트,세트
휴플러스 무선 어깨 안마기 HPM-5900,1,휴플러스 무선 어깨 안마기 ,기 
ONEAID(원에이드) 픽스롤,1, 픽스롤,스롤
메칠알콜 99%,1,메칠알콜 ,콜 
에비수 인터케어 광폭칫솔(치간철저케어),1,에비수 인터케어 광폭칫솔,칫솔
3M 후투로 프레시젼 핏 손목보호대 ,1, 후투로 프레시젼 핏 손목보호대 ,대 
바로잰 혈당측정(측정기1+측정지5),1,바로잰 혈당측정,측정
참조은 자외선 차단마스크(UV차단/분홍),1,참조은 자외선 차단마스크,스크
삼성 흑백 레이저프린터 20ppm SL-M2029,1,삼성 흑백 레이저프린터  ,  
세바메드 베이비 바디밀크,1,세바메드 베이비 바디밀크,밀크
DRJ 퓨어 오가닉 리쥬베네이팅 세럼,1, 퓨어 오가닉 리쥬베네이팅 세럼,세럼
마카 활기정 파워골드,1,마카 활기정 파워골드,골드
하나인STEP01 ,1,하나인 ,인 
고바야시 하루 가와이 손난로,1,고바야시 하루 가와이 손난로,난로
대웅 양파즙,1,대웅 양파즙,파즙
이소틱(Easotic),1,이소틱,소틱
코나드 풋크림 세트형(발 각질제거 전용크림),1,코나드 풋크림 세트형,트형
아제탄정,1,아제탄정,탄정
세바메드 페이셜 클렌져(지성용),1,세바메드 페이셜 클렌져,렌져
곰이랑 연필교정기(파랑)세트,1,곰이랑 연필교정기세트,세트
녹십자HS 프리미엄 비타민C1000위드비타민D,1,녹십자 프리미엄 비타민위드비타민,타민
대원클로피도그렐정(황산수소클로피도그렐),1,대원클로피도그렐정,렐정
[기획]덴탈프로 치간칫솔(I자형) 2호 + 1호 2pcs,1,기획덴탈프로 치간칫솔 호  호 ,호 
핑크퐁 원에이드 주니어밴드(주사용) 세트,1,핑크퐁 원에이드 주니어밴드 세트,세트
녹사필현탁액,1,녹사필현탁액,탁액
대웅 산삼배양근 프리미엄,1,대웅 산삼배양근 프리미엄,미엄
편안한호흡 천연기능성 대나무방한대(청색),1,편안한호흡 천연기능성 대나무방한대,한대
피오토스 정,1,피오토스 정, 정
홍삼한방미용비누,1,홍삼한방미용비누,비누
에어마인 황사방역 안심마스크(새부리형/KF94/중형/백색),1,에어마인 황사방역 안심마스크,스크
ALB(240),1,,
한신향소산엑스과립,1,한신향소산엑스과립,과립
궁중비첵 베이비 샴푸&바스 1+1 특별기획,1,궁중비첵 베이비 샴푸바스  특별기획,기획
고이담은 모링가환 골드,1,고이담은 모링가환 골드,골드
가딘정,1,가딘정,딘정
오죤 롱 금칫솔세트 ,1,오죤 롱 금칫솔세트 ,트 
러브레터(러브젤)100ml,1,러브레터,레터
도라셋 세미정,1,도라셋 세미정,미정
맥페란주사액(염산메토클로프라미드),1,맥페란주사액,사액
웰천사 일회용3중 부직포 마스크(백색/어린이용) ,1,웰천사 일회용중 부직포 마스크 ,크 
자외선차단마스크(숨쉬는 에어메쉬) 3단 분홍,1,자외선차단마스크 단 분홍,분홍
혈당스트립 (SDCheck GOLD) SET,1,혈당스트립  ,  
덕산만응고,1,덕산만응고,응고
네오 스킨케어 플러스밴드(관절용/7매),1,네오 스킨케어 플러스밴드,밴드
코큐헬씨타민연질캡슐,1,코큐헬씨타민연질캡슐,캡슐
[데이셀] 모발아 어성초 더마 스칼프 인텐시브 앰플,1,데이셀 모발아 어성초 더마 스칼프 인텐시브 앰플,앰플
아이사랑 딸기비타골드 트랜스로봇 세트,1,아이사랑 딸기비타골드 트랜스로봇 세트,세트
보령 밀크씨슬칸,1,보령 밀크씨슬칸,슬칸
EYE 촉촉해~ 아이마스크,1, 촉촉해 아이마스크,스크
타리비드안연고,1,타리비드안연고,연고
[리뉴얼]덴탈프로 치간칫솔(I자형) 3호(S) 세트,1,리뉴얼덴탈프로 치간칫솔 호 세트,세트
바이오비타골드 칫솔(금칫솔/성인용),1,바이오비타골드 칫솔,칫솔
심전도클립(3.0/4.0콤보),1,심전도클립,클립
바로살탄(PTP),1,바로살탄,살탄
설포딘 약용샴푸,1,설포딘 약용샴푸,샴푸
녹십자MS 자동전자혈압계(YE650A),1,녹십자 자동전자혈압계,압계
모아블럭 곤충특공대세트,1,모아블럭 곤충특공대세트,세트
"애니가드 방역,황사마스크(KF94/대형/미세먼지마스크)",1,애니가드 방역황사마스크,스크
파워락 (장건강 과 면역기능을 위한),1,파워락 ,락 
겨울왕국 맘앤맘스 어린이 칫솔(유아용/랜덤피규어),1,겨울왕국 맘앤맘스 어린이 칫솔,칫솔
산소 방한대(백색),1,산소 방한대,한대
애니가드 미세먼지황사방역용 마스크 (KF94/대형/검정),1,애니가드 미세먼지황사방역용 마스크 ,크 
대웅락피더스 아이,1,대웅락피더스 아이,아이
헬스퓨어 투톤 기능성 연예인마스크(UV차단/사계절용/특대형/네이비스카이),1,헬스퓨어 투톤 기능성 연예인마스크,스크
에이텍스 드레싱밴드(중형M/색상혼합형)세트,1,에이텍스 드레싱밴드세트,세트
마우스올킬그래뉼(쌀쥐약) 세트,1,마우스올킬그래뉼 세트,세트
이지 레드 크릴오일(남극해크릴오일100%) 세트,1,이지 레드 크릴오일 세트,세트
블루메이 스네일 하이드로겔 아이패치,1,블루메이 스네일 하이드로겔 아이패치,패치
폼텍 고광택사진용지 A4 IH-6022 (20매),1,폼텍 고광택사진용지   ,  
소담캡슐300C,1,소담캡슐,캡슐
트로나마이신주80밀리그람(황산토브라마이신),1,트로나마이신주밀리그람,그람
바이크라정,1,바이크라정,라정
제라픽정,1,제라픽정,픽정
자연처럼 하늘선물 물티슈(캡형),1,자연처럼 하늘선물 물티슈,티슈
로보카폴리 아쿠아방수밴드(엠버),1,로보카폴리 아쿠아방수밴드,밴드
평화 가위 M-502,1,평화 가위 ,위 
성광에어파스(PTP),1,성광에어파스,파스
프랩스왑 (알콜스왑/목화솜70%함유)(실속형),1,프랩스왑 ,왑 
J-TECH CR2032 3V 리튬건전지 100EA(카드포장),1,   리튬건전지 ,지 
가나톤정(염산이토프리드)(병),1,가나톤정,톤정
칸데탄플러스정(병),1,칸데탄플러스정,스정
대웅 위애(여주환),1,대웅 위애,위애
아이플러스(녹십자),1,아이플러스,러스
프로허브비타민D2000I.U,1,프로허브비타민,타민
올탄플러스정20/12.5mg,1,올탄플러스정,스정
천삼인 고려6년근 홍삼골드,1,천삼인 고려년근 홍삼골드,골드
뽀롱뽀롱뽀로로 퍼펙트수저(세트)블루,1,뽀롱뽀롱뽀로로 퍼펙트수저블루,블루
유진의료전자 혈압계 Cuff WatchBP Office AFIB 전용 (M),1,유진의료전자 혈압계     전용 ,용 
뉴로칸정(염산아세틸-엘-카르니틴)(병),1,뉴로칸정,칸정
REXSIL SILK(블랙실크) SK434,1,  ,  
(기획 5+1) 밴드닥터 드레싱밴드 L,1, 밴드닥터 드레싱밴드 ,드 
알약투약기,1,알약투약기,약기
러브리트렉타(love retractor) P.K.,1,러브리트렉타 ,타 
심바젠정(심바스타틴),1,심바젠정,젠정
터닝메카드 아이비타C(TCG카드5매) 세트,1,터닝메카드 아이비타 세트,세트
네오밴드플러스(표준/덕용)세트,1,네오밴드플러스세트,세트
엠투엠 프렌즈키즈 3D입체 일회용마스크-민트(3세~8세착용/끈조절가능/국산 원부자재100%),1,엠투엠 프렌즈키즈 입체 일회용마스크민트,민트
홈세이프바세린(Apple Yellow),1,홈세이프바세린,세린
LOREAL 로레알 헤어컬러링 엑셀랑스 크림 염모제 (5.35/자연갈색-밤색),1, 로레알 헤어컬러링 엑셀랑스 크림 염모제 ,제 
오베아오디프스산0.2mg,1,오베아오디프스산,스산
아텍스 메디랩 스킨핏케어밴드(대형),1,아텍스 메디랩 스킨핏케어밴드,밴드
Dlux 데일리 비타민D 오랄 스프레이,1, 데일리 비타민 오랄 스프레이,레이
덱시티옥정 100TB/BT,1,덱시티옥정 ,정 
리보렌에스연질캡슐,1,리보렌에스연질캡슐,캡슐
크레로우 정,1,크레로우 정, 정
아르틸렌정(병),1,아르틸렌정,렌정
(기획10+1)3M 넥스케어 알콜스왑(더큰사이즈/로하스인증 천연순면패드),1, 넥스케어 알콜스왑,스왑
베타딘드라이파우더스프레이,1,베타딘드라이파우더스프레이,레이
포커스 김서림방지 안경클리너,1,포커스 김서림방지 안경클리너,리너
풀린애 3종세트,1,풀린애 종세트,세트
아이쿤 3중구조 덴탈마스크(국내산/MB필터/성인/백색),1,아이쿤 중구조 덴탈마스크,스크
루미너스 숙녀용 페이크삭스(양말/덧신/오트밀),1,루미너스 숙녀용 페이크삭스,삭스
개안기,1,개안기,안기
[기획증정]프로-지 닥터송(아연&크롬) + 비타D400 1개증정,1,기획증정프로지 닥터송  비타 개증정,증정
써니데이 황사방역마스크KF94(대형/블랙),1,써니데이 황사방역마스크,스크
패티트 블랙커런트(무설탕),1,패티트 블랙커런트,런트
드림아이키즈비타 상어비누방울 세트,1,드림아이키즈비타 상어비누방울 세트,세트
뽀로로 치약(파인애플맛),1,뽀로로 치약,치약
나사라 발바닥 통증용 테이프,1,나사라 발바닥 통증용 테이프,이프
"필라테스 밴드, 블루",1,필라테스 밴드 블루,블루
CJ 컨디션 헛개수,1, 컨디션 헛개수,개수
NEW 에디슨 라이플로 손목보호대(좌/우겸용),1, 에디슨 라이플로 손목보호대,호대
콧물흡입기(코코고급) ,1,콧물흡입기 ,기 
[체험단]풍선껌 와우 치약 3종,1,체험단풍선껌 와우 치약 종, 종
3M 넥스케어 순면마스크(폴리/아동용),1, 넥스케어 순면마스크,스크
얼리버드 키즈팜 수삼ㆍ사과 과채음료,1,얼리버드 키즈팜 수삼사과 과채음료,음료
"블링크민트 비타민캔디 세트(유럽판매1위/무설탕,멀티비타민 함유)",1,블링크민트 비타민캔디 세트,세트
라스비디정,1,라스비디정,디정
아스텍트정(병),1,아스텍트정,트정
라핀정(PTP),1,라핀정,핀정
[기획10+1]내츄럴코튼 라이블리 면생리대(슈퍼롱/오버나이트),1,기획내츄럴코튼 라이블리 면생리대,리대
감마멸균손가락골무(지골무),1,감마멸균손가락골무,골무
녹키토 플러스치약,1,녹키토 플러스치약,치약
SHC 핸드크림,1, 핸드크림,크림
트리돌캡슐(염산트라마돌),1,트리돌캡슐,캡슐
디로포지정5/80mg,1,디로포지정,지정
브라운 귓속체온계 프로브커버(PC20),1,브라운 귓속체온계 프로브커버,커버
NEW 나사라 키네시올로지테이프(살색/레드케이스),1, 나사라 키네시올로지테이프,이프
리바틴,1,리바틴,바틴
비비안트정20밀리그람(바제독시펜아세테이트),1,비비안트정밀리그람,그람
퍼펙트방역 황사마스크KF94(입체형/백색)-30세트,1,퍼펙트방역 황사마스크세트,세트
HILZO Polypectomy Snare (스네어) 25mm,1,    ,  
재스퍼 종아리보호대 B1007,1,재스퍼 종아리보호대 ,대 
드림아이 키즈비타(드레스쑈/복숭아향) 14T,1,드림아이 키즈비타 ,타 
쓸 엠에이치케어 2D 새부리형 비말마스크KF-AD(소형/백색),1,쓸 엠에이치케어  새부리형 비말마스크,스크
늘편한 웰빙 일회용 마스크 세트(부직포마스크),1,늘편한 웰빙 일회용 마스크 세트,세트
시스테마 약한잇몸용 구강용품 진열세트,1,시스테마 약한잇몸용 구강용품 진열세트,세트
챕스틱 모이스춰라이저(맨케어/2016년형),1,챕스틱 모이스춰라이저,이저
핫백커버(8단),1,핫백커버,커버
에스폴리오 콜라겐 에센스 마스크팩 ,1,에스폴리오 콜라겐 에센스 마스크팩 ,팩 
[KF80]순한지황사마스크(사선/중),1,순한지황사마스크,스크
아모린정(병),1,아모린정,린정
피플스(4선식)보급형 찜질기(M3555-B1),1,피플스보급형 찜질기,질기
이젤 고기능3중차단 일회용부직포마스크(검정) 세트,1,이젤 고기능중차단 일회용부직포마스크 세트,세트
시스테마 시린이 칫솔세트,1,시스테마 시린이 칫솔세트,세트
소아용(스틱)약포지-군청2도,1,소아용약포지군청도,청도
포스터100/6에이치에프에이,1,포스터에이치에프에이,에이
나자플렉스나잘스프레이,1,나자플렉스나잘스프레이,레이
일화세파클러캅셀(PTP),1,일화세파클러캅셀,캅셀
닥터포헤어 스칼프 리프레싱 스프레이,1,닥터포헤어 스칼프 리프레싱 스프레이,레이
마니또 퀵워시 비닐턱받이 캣,1,마니또 퀵워시 비닐턱받이 캣, 캣
오엠 팔꿈치냉온찜질팩 ,1,오엠 팔꿈치냉온찜질팩 ,팩 
케어센스 란셋침(Lancets),1,케어센스 란셋침,셋침
안대 (일반),1,안대 ,대 
3NS 휴(休) 일회용 마스크(부직포 방한대/백색/대형),1, 휴 일회용 마스크,스크
[기획9+1]펜타스코리아 덴탈마스크,1,기획펜타스코리아 덴탈마스크,스크
인공지능집진기-1차필터,1,인공지능집진기차필터,필터
"퓨어킷 항균마스크 (핑크 M, 유광) new",1,퓨어킷 항균마스크  ,  
늘푸른마스크(KF94)대형-흰색 ,1,늘푸른마스크대형흰색 ,색 
상수환(청상보화환),1,상수환,수환
브라이튼 3중구조 일회용 부직포 마스크(성인/백색),1,브라이튼 중구조 일회용 부직포 마스크,스크
생리식염주사액,1,생리식염주사액,사액
콜키퍼키즈시럽,1,콜키퍼키즈시럽,시럽
에스트라디올-데포주10mg,1,에스트라디올데포주,포주
"[기획1+2]헬로키티 코세정기+분말(코세척기,코세척)",1,기획헬로키티 코세정기분말,분말
레피투스정,1,레피투스정,스정
로피리노서방정 ,1,로피리노서방정 ,정 
프롤로정,1,프롤로정,로정
한신백호가인삼탕엑스과립,1,한신백호가인삼탕엑스과립,과립
포켓몬스터 꼬부기 스틱 썬밤(톤업/썬스틱),1,포켓몬스터 꼬부기 스틱 썬밤,썬밤
