Unnamed: 0,GOODS_NM,goods_kor,Column1
4가독감백신_GSK 플루아릭스테트라프리필드시린지,1,가독감백신 플루아릭스테트라프리필드시린지,린지
매표 스탬프패드(청색) 118*78mm,1,매표 스탬프패드 ,드 
참좋은 주니어 대나무방한대(검정색)세트,1,참좋은 주니어 대나무방한대세트,세트
NEW쉼표리빙 2D입체 황사 방역마스크(KF94/소형/검정/새부리형),1,쉼표리빙 입체 황사 방역마스크,스크
꿀잠꿀잠 마우스밴드(일회용밴드) 세트 ,1,꿀잠꿀잠 마우스밴드 세트 ,트 
트윈향티슈(휴대용티슈),1,트윈향티슈,티슈
[헨켈]브레프 파워액티브(변기세정제)파인,1,헨켈브레프 파워액티브파인,파인
라파뮨정,1,라파뮨정,뮨정
종근당건강 헛개153골드,1,종근당건강 헛개골드,골드
엘지 스페셜 K호,1,엘지 스페셜 호, 호
네오메디칼 덴탈 프로스 일회용치실(Y자/개별포장),1,네오메디칼 덴탈 프로스 일회용치실,치실
가디언 식염수,1,가디언 식염수,염수
겨울왕국 맘앤맘스 어린이 칫솔(어린이용/랜덤),1,겨울왕국 맘앤맘스 어린이 칫솔,칫솔
비닐봉투(기성은색) 1박스용,1,비닐봉투 박스용,스용
팜엔닥터구급함세트(대형),1,팜엔닥터구급함세트,세트
프리미엄 DHA 오메가3 1250      ,1,프리미엄  오메가       ,  
타밈 원단마스크 데일리가드 V라인 블랙 L사이즈,1,타밈 원단마스크 데일리가드 라인 블랙 사이즈,이즈
헬로키티 플리츠 일회용마스크(10매/어린이용)일본수입품,1,헬로키티 플리츠 일회용마스크일본수입품,입품
랩신 V3 토탈 포밍핸드워시(리필),1,랩신  토탈 포밍핸드워시,워시
관장기(에네마시린지) G.K-1033,1,관장기 ,기 
경남그린웰연질캡슐(관병),1,경남그린웰연질캡슐,캡슐
[국산]뉴크린웰스타일 황사방역용마스크(KF94/백색/소아용) 50매입 ,1,국산뉴크린웰스타일 황사방역용마스크 매입 ,입 
코코크린 코세척기(코세정기/식염수분말20포/거치대포함),1,코코크린 코세척기,척기
레스퓨리분말,1,레스퓨리분말,분말
NEW 덴탈프로 치간칫솔(I자형) 2호 SS,1, 덴탈프로 치간칫솔 호 ,호 
아시트과립,1,아시트과립,과립
코엔보 가드황사.방역마스크(KF94) 검정색 세트,1,코엔보 가드황사방역마스크 검정색 세트,세트
"공경단골드(벌꿀,침향,숙지황,녹용,홍삼,공진단)",1,공경단골드,골드
해요 파라핀 왁스 세트(슈퍼핀/고급형),1,해요 파라핀 왁스 세트,세트
타이레놀8시간이알서방정,1,타이레놀시간이알서방정,방정
올자핀정(올란자핀),1,올자핀정,핀정
국산 저주파패드 4848,1,국산 저주파패드 ,드 
비티 프리미엄 황사방역마스크 KF94 (소형/백색),1,비티 프리미엄 황사방역마스크  ,  
YJC-2 황사마스크(KF80)(대형)세트,1, 황사마스크세트,세트
비치라이트주(글루타티온)600mg,1,비치라이트주,트주
서울사 턱가림 입체형 학생용방한대(백색),1,서울사 턱가림 입체형 학생용방한대,한대
막아줘 3중구조 일회용마스크,1,막아줘 중구조 일회용마스크,스크
에페리드정,1,에페리드정,드정
아이 깨끗해 항균 폼 핸드숍(청포도향),1,아이 깨끗해 항균 폼 핸드숍,드숍
뮤코시린,1,뮤코시린,시린
오코마릴정,1,오코마릴정,릴정
동성레보플록사신정(레보플록사신),1,동성레보플록사신정,신정
NEW 맑은하루 3중필터 일회용부직포마스크 KC인증(성인/개별포장/백색),1, 맑은하루 중필터 일회용부직포마스크 인증,인증
서울대학교 E-안심치약(토탈케어 엘/시린이케어),1,서울대학교 안심치약,치약
[깜짝선물]JWEL 금이온 잇몸저자극 약한잇몸용칫솔(11월),1,깜짝선물 금이온 잇몸저자극 약한잇몸용칫솔,칫솔
웰빙파인더스 황사마스크(2+1)검정색 KF94 세트,1,웰빙파인더스 황사마스크검정색  세트,세트
더밴드 에이 밴드(표준/대용량),1,더밴드 에이 밴드,밴드
로실액,1,로실액,실액
홈키파 내츄럴허브 수성에어졸,1,홈키파 내츄럴허브 수성에어졸,어졸
배낙스정,1,배낙스정,스정
"고무장갑(소, S)",1,고무장갑,장갑
키즈비타 112 슈퍼경찰차 세트,1,키즈비타  슈퍼경찰차 세트,세트
근육용환침,1,근육용환침,환침
알러비드점안액(튜브),1,알러비드점안액,안액
독일 인텍트 10플러스 포도당캔디(복숭아),1,독일 인텍트 플러스 포도당캔디,캔디
[기획]댕기머리 포르테 프리미엄 샴푸,1,기획댕기머리 포르테 프리미엄 샴푸,샴푸
뽀롱뽀롱뽀로로 바디로션,1,뽀롱뽀롱뽀로로 바디로션,로션
헬스퓨어 UV헥사아이스 프리미엄 연예인마스크(대형/핑크),1,헬스퓨어 헥사아이스 프리미엄 연예인마스크,스크
레보파신정,1,레보파신정,신정
스멜리즈 발냄새 천연탈취제 세트,1,스멜리즈 발냄새 천연탈취제 세트,세트
뽀송이 물티슈 골드,1,뽀송이 물티슈 골드,골드
티어실원스외용액(테르비나핀염산염),1,티어실원스외용액,용액
"콤파스 후레쉬민트(그린애플/입냄새제거,무설탕) ",1,콤파스 후레쉬민트 ,트 
브라운 체온계커버,1,브라운 체온계커버,커버
레드씰 스모커스 치약(침강탄산칼슘),1,레드씰 스모커스 치약,치약
[비타민하우스] 우리가족 종합비타민 3p 세트,1,비타민하우스 우리가족 종합비타민  세트,세트
세노바정(염산세티리진),1,세노바정,바정
테뉴에이트정(염산디에칠프로피온),1,테뉴에이트정,트정
대웅 플라센타 에센스 마스크팩 ,1,대웅 플라센타 에센스 마스크팩 ,팩 
라푸딘10mg,1,라푸딘,푸딘
[기획]오드리선 생리대 오버나이트8P 10개+브이미업 이너케어젤3P(1개증정),1,기획오드리선 생리대 오버나이트 개브이미업 이너케어젤,어젤
어금니전용 칫솔(일본산),1,어금니전용 칫솔,칫솔
파라캅S(정) 1박스(10개),1,파라캅 박스,박스
오므론 NEW혈압계용 연성 커프(성인용),1,오므론 혈압계용 연성 커프,커프
프라우드메리 마일드 프리지어 바디워시 ,1,프라우드메리 마일드 프리지어 바디워시 ,시 
라바 멀티비타 오뚝이(옐로우)세트,1,라바 멀티비타 오뚝이세트,세트
진셀몬큐디플러스,1,진셀몬큐디플러스,러스
덴트픽스 멀티 액션칫솔,1,덴트픽스 멀티 액션칫솔,칫솔
NEW 신신 에어파스 이엑스(EX) 2020년형,1, 신신 에어파스 이엑스 년형,년형
가바펜틴,1,가바펜틴,펜틴
오리히로 유산균 농축 과립 프로바이오틱스,1,오리히로 유산균 농축 과립 프로바이오틱스,틱스
엠에스엠(MSM)피톤치드 미스트,1,엠에스엠피톤치드 미스트,스트
아크팔렌겔(아다팔렌),1,아크팔렌겔,렌겔
신델라주5ml/10A/2곽,1,신델라주곽,주곽
볼륨바이 태양 인퓨어 바이 태양 트리트먼트 에센스,1,볼륨바이 태양 인퓨어 바이 태양 트리트먼트 에센스,센스
앵그리버드 썸머패치,1,앵그리버드 썸머패치,패치
김병장 핫 손난로(15시간지속/주머니난로),1,김병장 핫 손난로,난로
피죤 액츠 파워젤 (2.6Kg),1,피죤 액츠 파워젤 ,젤 
미니돌 립케어(모이스쳐향)/세트,1,미니돌 립케어세트,세트
대일 쿨스프레이파스,1,대일 쿨스프레이파스,파스
[기획1+1]미라클 어포사사미,1,기획미라클 어포사사미,사미
소담캡슐30C,1,소담캡슐,캡슐
CM마루 웰빙 순면방한대(백색),1,마루 웰빙 순면방한대,한대
풍성 세균없는 화장면봉(사각),1,풍성 세균없는 화장면봉,면봉
네비트롤정(PTP),1,네비트롤정,롤정
프라임 손청결제액(스프레이),1,프라임 손청결제액,제액
디제트 3중필터 부직포마스크(백색/12매),1,디제트 중필터 부직포마스크,스크
라이트올론점안액(라이트팜텍),1,라이트올론점안액,안액
메트폴민정(병),1,메트폴민정,민정
네오 덴탈 후로스 Y자형 일회용치실,1,네오 덴탈 후로스 자형 일회용치실,치실
큐덱시서방캡슐,1,큐덱시서방캡슐,캡슐
"3M 팝업 Post-it  노트리필 KR330-L (노랑,76x76mm,100매)",1, 팝업   노트리필  ,  
LP 탄력밴드 643(손목) - WRIST SUPPORT,1, 탄력밴드    ,  
"크롬셀큐(바나바잎추출물,크롬,셀렌,아연)",1,크롬셀큐,셀큐
뉴시캄캡슐(PTP),1,뉴시캄캡슐,캡슐
조아디오스민,1,조아디오스민,스민
[이벤트]NEW 비디 울트라파인 이지플로우 펜니들+포스트잇디스펜서,1,이벤트 비디 울트라파인 이지플로우 펜니들포스트잇디스펜서,펜서
마이크로 에디슨유구핀셋,1,마이크로 에디슨유구핀셋,핀셋
6년근 고려홍삼 절편,1,년근 고려홍삼 절편,절편
"코엔보 황사,미세먼지마스크S-100(KF80)",1,코엔보 황사미세먼지마스크,스크
진료용 조명등  CK-909(LED전구),1,진료용 조명등  ,  
면역칸,1,면역칸,역칸
고려흑삼(홍삼)캔디,1,고려흑삼캔디,캔디
혈당스트립 (Glucose Strips)-아큐첵액티브 10개+혈당측정기 (Blood Glucose Monitor)-아큐첵액티브 1대,1,혈당스트립 아큐첵액티브 개혈당측정기 아큐첵액티브 대, 대
아트릭스 스트롱 프로텍션 크림(2013년형),1,아트릭스 스트롱 프로텍션 크림,크림
아로마 냉온찜질팩(목·어깨용),1,아로마 냉온찜질팩,질팩
글리메피릴 정,1,글리메피릴 정, 정
꼬달리 퓨리파잉 마스크(피지&노폐물),1,꼬달리 퓨리파잉 마스크,스크
글로잉필(Glowing Pill)필러/FULL,1,글로잉필필러,필러
그린케어플루 인플루엔자(독감키트),1,그린케어플루 인플루엔자,엔자
로멜라인장용정(병),1,로멜라인장용정,용정
에버그린 프리미엄 메가럭스 하프씰 오메가3,1,에버그린 프리미엄 메가럭스 하프씰 오메가,메가
스파이날니들 (Spinal Needle) 18G (일회용),1,스파이날니들   ,  
다피 일회용 부직포 3D 입체마스크(백색/중형),1,다피 일회용 부직포  입체마스크,스크
에코 올킬바퀴겔(신개념 바퀴벌레 독먹이제),1,에코 올킬바퀴겔,퀴겔
"뷰티케어(피부,피모)",1,뷰티케어,케어
아메드엠정,1,아메드엠정,엠정
두아보연질캡슐,1,두아보연질캡슐,캡슐
진공채혈관 튜브(Vacutainer Tube) CAT,1,진공채혈관 튜브 ,브 
중외시그마트정(니코란딜)(병),1,중외시그마트정,트정
베로니스마스크(달팽이),1,베로니스마스크,스크
참조은 황사방역마스크(KF94/소형)세트,1,참조은 황사방역마스크세트,세트
웰빙소프트방한대 어린이용(핑크),1,웰빙소프트방한대 어린이용,이용
로세릴크림(염산아모롤핀),1,로세릴크림,크림
뮤텐캡슐(아세틸시스테인) 500캡슐,1,뮤텐캡슐 캡슐,캡슐
NEW 참조은 황사방역마스크(KF94/대형)세트,1, 참조은 황사방역마스크세트,세트
스킨스왑 200매,1,스킨스왑 매, 매
메가비타연질캡슐,1,메가비타연질캡슐,캡슐
보령 소르보 발바로미(엄지발가락교정) / K-63222,1,보령 소르보 발바로미  ,  
글리커버연질캡슐 ,1,글리커버연질캡슐 ,슐 
누비플러스 방한대(어린이용/흰색) 허브민트향,1,누비플러스 방한대 허브민트향,트향
(국내제조)독감백신 4가 프리필드시린지,1,독감백신 가 프리필드시린지,린지
원알파정(알파칼시돌)(병),1,원알파정,파정
식염포도당정,1,식염포도당정,당정
레스트업 목초 수액패치 (발바닥),1,레스트업 목초 수액패치 ,치 
베부틴드라이시럽,1,베부틴드라이시럽,시럽
NEW)롯데헬스원 혈압컨트롤N 나토키나제  ,1,롯데헬스원 혈압컨트롤 나토키나제  ,  
DP18H2돌기모 치석제거 기능성 칫솔H2(칫솔모에 미세돌기 특허공법/세트),1,돌기모 치석제거 기능성 칫솔,칫솔
립톤 아이스티 복숭아맛 (14g*20스틱),1,립톤 아이스티 복숭아맛 ,맛 
나스켐 시원하고 편리한 쿨스카프 패턴형 - 연두색,1,나스켐 시원하고 편리한 쿨스카프 패턴형  연두색,두색
니베아 데오드란트 롤온 펄앤뷰티(2018년형),1,니베아 데오드란트 롤온 펄앤뷰티,뷰티
[깜짝선물]클린 후레쉬 핸드 겔(손소독제/튜브형),1,깜짝선물클린 후레쉬 핸드 겔, 겔
플레이보이 콘돔 진열대세트(110년전통 전세계생산1위),1,플레이보이 콘돔 진열대세트,세트
NEW 도부 황사 방역 마스크(보건용 마스크/KF94) 백색,1, 도부 황사 방역 마스크 백색,백색
코디케어로션2.5%,1,코디케어로션,로션
하이웰 키즈 오메가3,1,하이웰 키즈 오메가,메가
카파맥스 서류꽂이 흑색(고정식) K91081,1,카파맥스 서류꽂이 흑색 ,색 
[기획1+1]네오가드 케이 마스크+네오메디칼 세이프 마스크,1,기획네오가드 케이 마스크네오메디칼 세이프 마스크,스크
로슈바정(병),1,로슈바정,바정
이가왕 5열 금나노향균칫솔 세트,1,이가왕 열 금나노향균칫솔 세트,세트
이니스트탐스로신서방정,1,이니스트탐스로신서방정,방정
트리사 펄 소프트 화이트칫솔,1,트리사 펄 소프트 화이트칫솔,칫솔
New피지오겔 크림,1,피지오겔 크림,크림
천연한방 보성녹차 때비누세트(라벤더향),1,천연한방 보성녹차 때비누세트,세트
하나온단세트론주사(염산온단세트론),1,하나온단세트론주사,주사
로봇트레인 안심치약 (딸기향),1,로봇트레인 안심치약 ,약 
네오밴드플러스(표준)세트,1,네오밴드플러스세트,세트
락피도 맘엔맘엔 케어(NEW맘엔맘엔3),1,락피도 맘엔맘엔 케어,케어
모스제로 야광밴드(팔찌)/어린이용.여성용,1,모스제로 야광밴드어린이용여성용,성용
로수바스타틴칼슘정(PTP),1,로수바스타틴칼슘정,슘정
녹십자 세포배양일본뇌염,1,녹십자 세포배양일본뇌염,뇌염
[KF94/블랙] 케어플 황사방역마스크 (대형),1,블랙 케어플 황사방역마스크 ,크 
플러스 153 옥칫솔(색상랜덤),1,플러스  옥칫솔,칫솔
카렌다(삼단삼색)13매 ,1,카렌다매 ,매 
타크로스캡슐,1,타크로스캡슐,캡슐
일양MSM수딩겔(건조한부위/수분부족),1,일양수딩겔,딩겔
스텐 깔대기 / 소,1,스텐 깔대기  소, 소
한방명가 본초가 한방환 12종 진열세트(진열대포함) ,1,한방명가 본초가 한방환 종 진열세트 ,트 
올메디퀄정5/20mg,1,올메디퀄정,퀄정
6년근 고려홍삼정 골드스틱,1,년근 고려홍삼정 골드스틱,스틱
광동경옥고 20g,1,광동경옥고 ,고 
에버 프로바이오틱스,1,에버 프로바이오틱스,틱스
내츄럴라이즈 멀티비타민앤멀티미네랄포우먼,1,내츄럴라이즈 멀티비타민앤멀티미네랄포우먼,우먼
옥황토 뜸질기 MJ-100S (디지털타이머),1,옥황토 뜸질기  ,  
밴드닥터드레싱밴드(에이)/대형,1,밴드닥터드레싱밴드대형,대형
부광리바스티그민패취10,1,부광리바스티그민패취,패취
타프콤점안액,1,타프콤점안액,안액
홈세이프클로시딘 (피부점막.수술.축산기구.유방.유두침지소독),1,홈세이프클로시딘 ,딘 
아벤느 이드랑스 리치 하이드레이팅 크림,1,아벤느 이드랑스 리치 하이드레이팅 크림,크림
사니젠 소독용에탄올(스프레이형),1,사니젠 소독용에탄올,탄올
나리스타 자일로 점비액,1,나리스타 자일로 점비액,비액
구절초환,1,구절초환,초환
로레알 엑셀랑스 크림 염색약 6.54호 (밝은갈색-구릿빛),1,로레알 엑셀랑스 크림 염색약 호 ,호 
아기가찾는 찰떡 초소형 일회용마스크(국내산/개별포장/MB필터),1,아기가찾는 찰떡 초소형 일회용마스크,스크
뉴트로지나 딥클린 아크네 폼 클렌저 (여드름성 피부 완화),1,뉴트로지나 딥클린 아크네 폼 클렌저 ,저 
홈세이프쿨코세정기(자바라형)수동식 코세척기/거치대포함/분말2개,1,홈세이프쿨코세정기수동식 코세척기거치대포함분말개,말개
메디녹실액5%(미녹시딜),1,메디녹실액,실액
루나 에이디솔루션 패드 (40cm x 50cm - 50매입),1,루나 에이디솔루션 패드 ,드 
NEW헬로키티 키즈밴드-혼합 ,1,헬로키티 키즈밴드혼합 ,합 
아에르 프로 2D 컬러 일회용 마스크(대형L/베이지),1,아에르 프로  컬러 일회용 마스크,스크
에스텔정 100T/BTL,1,에스텔정 ,정 
"리헬스 뉴 홈런2(쏘팔메토,옥타코사놀)",1,리헬스 뉴 홈런,홈런
DNC 케뉼라 Soft Needle 27G 1.5〃,1, 케뉼라    ,  
가나 병원용베개1호-채혈용 6x11x20cm,1,가나 병원용베개호채혈용 ,용 
프라나 헤어칼라터치 색솔5호(어두운갈색),1,프라나 헤어칼라터치 색솔호,솔호
"[데이셀/기획특가] Re,DNA 링거시트 마스크팩 (민감성 솔루션)",1,데이셀기획특가  링거시트 마스크팩 ,팩 
핑크퐁 원에이드 아쿠아밴드,1,핑크퐁 원에이드 아쿠아밴드,밴드
루체그린 일회용 건강마스크 (중형/국내산/개별바코드OPP),1,루체그린 일회용 건강마스크 ,크 
레나톤정,1,레나톤정,톤정
"가나 병원용베개2호-진찰,주사실 9x14x28cm",1,가나 병원용베개호진찰주사실 ,실 
미식 평 개부밧드 / 9호,1,미식 평 개부밧드  호, 호
네츄럴메이드 쏘팔메토,1,네츄럴메이드 쏘팔메토,메토
네오덤 울트라신 스팟(혼합형),1,네오덤 울트라신 스팟,스팟
아이스 냉온 찜질주머니팩 (대/L),1,아이스 냉온 찜질주머니팩 ,팩 
듀플러스벌레물림연고,1,듀플러스벌레물림연고,연고
공룡메카드 멸균방한마스크(아동용),1,공룡메카드 멸균방한마스크,스크
스피드구급함(무),1,스피드구급함,급함
동전패치의 리필용패치,1,동전패치의 리필용패치,패치
웰빙다모아 비프로폴리스 리퀴드,1,웰빙다모아 비프로폴리스 리퀴드,퀴드
오메졸캡슐,1,오메졸캡슐,캡슐
"3M 팝업 Post-it 노트리필  KR-330 (노랑, 76x76mm, 100매)",1, 팝업  노트리필   ,  
SGK PP스프링노트(흑) 대(B5/16절)3000,1, 스프링노트 대, 대
온브리즈흡입용캡슐150마이크로그램(인다카테롤말레산염),1,온브리즈흡입용캡슐마이크로그램,그램
메디톡스히알라제주(히알우로니다제),1,메디톡스히알라제주,제주
디포민정(염산메트포르민),1,디포민정,민정
스칼피 샴푸 Scalpy Shampoo,1,스칼피 샴푸  ,  
[깜짝선물]헬스데이 일회용마스크(부직포 방한대/백색)(1월),1,깜짝선물헬스데이 일회용마스크,스크
누크 아기손톱가위,1,누크 아기손톱가위,가위
함소아 궁중침향원 ,1,함소아 궁중침향원 ,원 
바로메졸캡슐(병),1,바로메졸캡슐,캡슐
바소피린장용정(병),1,바소피린장용정,용정
파모딘(아이큐어),1,파모딘,모딘
애니가드 더솔루션 3D입체 황사마스크KF94(대형/그레이스트라이프),1,애니가드 더솔루션 입체 황사마스크,스크
마이비 아기칫솔(치치칫솔) 1단계_12개월 미만,1,마이비 아기칫솔 단계개월 미만,미만
공룡메카드 맛있는 키즈비타민(복숭아맛)세트,1,공룡메카드 맛있는 키즈비타민세트,세트
Dlux 데일리 비타민D 오랄 스프레이1000,1, 데일리 비타민 오랄 스프레이,레이
어바틀 쏘팔메토 콤플렉스,1,어바틀 쏘팔메토 콤플렉스,렉스
고급형 치간칫솔& 치석제거기 ,1,고급형 치간칫솔 치석제거기 ,기 
유리토스정(이미다페나신),1,유리토스정,스정
종근당 해조칼슘플러스,1,종근당 해조칼슘플러스,러스
챕스틱 토탈 하이드레이션 3in1 립테라피(수딩오아시스/2015년형),1,챕스틱 토탈 하이드레이션  립테라피,라피
3M 핸드새니타이저겔 (손소독세정제),1, 핸드새니타이저겔 ,겔 
키즈비타 스포츠카,1,키즈비타 스포츠카,츠카
(NEW)하이가드 황사방역마스크(KF94/소형/검정),1,하이가드 황사방역마스크,스크
락티케어에취씨로션2.5%,1,락티케어에취씨로션,로션
2080 키즈칫솔 2STEP(3~5세/색상랜덤),1, 키즈칫솔 ,솔 
뉴케어 케이디(비투석 신장질환자용),1,뉴케어 케이디,이디
실라자프릴정(병),1,실라자프릴정,릴정
[기획10+1](신포장)노즈큐어 코세정기(코세척기/리필분말10포/거치대포함),1,기획노즈큐어 코세정기,정기
프로닌,1,프로닌,로닌
새콤상콤 오후홍초젤리,1,새콤상콤 오후홍초젤리,젤리
빅톤에프연질캡슐,1,빅톤에프연질캡슐,캡슐
동물용의약품(광고)부착용스티커,1,동물용의약품부착용스티커,티커
매일유업 요미요미 유기농주스 야채믹스(6개월부터/100%유기농) 125ml*3P,1,매일유업 요미요미 유기농주스 야채믹스 ,스 
미라클 살균소독제/오리지널(스프레이타입/에탄올70%),1,미라클 살균소독제오리지널,지널
시럽스티커 4*2 (무상호)-1,1,시럽스티커  ,  
아텍스 스포츠텍스테이핑(A-450/케이스/핑크)세트,1,아텍스 스포츠텍스테이핑세트,세트
톨로인서방정(병),1,톨로인서방정,방정
덴탈플로스 왁스치실,1,덴탈플로스 왁스치실,치실
멸균탄력붕대 6inch,1,멸균탄력붕대 ,대 
헬로키티 키즈쿨,1,헬로키티 키즈쿨,즈쿨
흑요석 황토 맥반석 찜질팩,1,흑요석 황토 맥반석 찜질팩,질팩
다이로하트,1,다이로하트,하트
염산,1,염산,염산
[리뉴얼]덴탈프로 치간칫솔(I자형) 5호(L)세트,1,리뉴얼덴탈프로 치간칫솔 호세트,세트
니베아 립케어 후르티샤인 스트로베리(2013년형),1,니베아 립케어 후르티샤인 스트로베리,베리
판토라인정(PTP),1,판토라인정,인정
씨앤지코리아 블루오니 황사마스크(KF80/소형)세트,1,씨앤지코리아 블루오니 황사마스크세트,세트
유한삐콤헥사주사,1,유한삐콤헥사주사,주사
쓰리엔에스 항균칫솔(색상랜덤),1,쓰리엔에스 항균칫솔,칫솔
올레원점안액0.2%,1,올레원점안액,안액
프렌즈아이드롭점안액 마일드,1,프렌즈아이드롭점안액 마일드,일드
나조메손 나잘스프레이액,1,나조메손 나잘스프레이액,이액
임팩트 카카오프렌즈 딸기향 캔디,1,임팩트 카카오프렌즈 딸기향 캔디,캔디
바나나 실리콘 치아 발육기,1,바나나 실리콘 치아 발육기,육기
닥터체크 눈사랑 냉온찜질 안대(블랙),1,닥터체크 눈사랑 냉온찜질 안대,안대
오라섹캡슐,1,오라섹캡슐,캡슐
홈세이프 아세톤(안전캡) ,1,홈세이프 아세톤 ,톤 
종근당건강 아이팜루테인,1,종근당건강 아이팜루테인,테인
한신계지가출부탕엑기스과립,1,한신계지가출부탕엑기스과립,과립
토마스와친구들 에디슨젓가락 케이스세트(오른손용/퍼시),1,토마스와친구들 에디슨젓가락 케이스세트,세트
루미너스 UV차단 쿨토시(화이트),1,루미너스 차단 쿨토시,토시
로보카폴리 마스크 안심목걸이 4종(랜덤발송),1,로보카폴리 마스크 안심목걸이 종, 종
(의약외품-식약처허가제품)덴탈마스크/일회용마스크 ,1,덴탈마스크일회용마스크 ,크 
퀸스타정,1,퀸스타정,타정
내시경스네어(올가미) AF-D2421DT15,1,내시경스네어 ,어 
아데탄정(병),1,아데탄정,탄정
닥터큐 새니타이저 겔 (손소독제/에탄올70%),1,닥터큐 새니타이저 겔 ,겔 
그린케어 수술용(덴탈)마스크/화이트,1,그린케어 수술용마스크화이트,이트
비타리움 프로폴리스 치약,1,비타리움 프로폴리스 치약,치약
로레알 엑셀랑스 더블 튜브 7G,1,로레알 엑셀랑스 더블 튜브 ,브 
협성 접은거즈(FoldGauze)4*4*4p(inch),1,협성 접은거즈,거즈
굿모닝 비즈쿠션 원좌방석(높은형/도넛방석),1,굿모닝 비즈쿠션 원좌방석,방석
서튜러정,1,서튜러정,러정
펄세틴캡슐,1,펄세틴캡슐,캡슐
보스웰리아 우슬닭발(약국전용),1,보스웰리아 우슬닭발,닭발
[기획] 세피아 자연갈색 5개 + 큐엠쿨 스포츠겔 1개,1,기획 세피아 자연갈색 개  큐엠쿨 스포츠겔 개, 개
복대(구들장 돌뜸 전용),1,복대,복대
콤비마이신주,1,콤비마이신주,신주
펙소스타정40mg,1,펙소스타정,타정
블리스텍스 스트라이덱스 센시티브 클렌징패드,1,블리스텍스 스트라이덱스 센시티브 클렌징패드,패드
덴탈마스터 치간칫솔(I자형) 4호Ⅱ,1,덴탈마스터 치간칫솔 호, 호
[기획]에버든 치간칫솔(SSSS/20ps)+오랄비실(Y형/75ps),1,기획에버든 치간칫솔오랄비실,비실
리체나팜 핸드새니플루이드겔(손소독제),1,리체나팜 핸드새니플루이드겔,드겔
에프킬라 무향,1,에프킬라 무향,무향
국내산 일회용 3중 백색 마스크 nan19,1,국내산 일회용 중 백색 마스크 ,크 
아이소망 전자식 기초체온계,1,아이소망 전자식 기초체온계,온계
아토 UV자외선차단마스크 가눔2단 (분홍),1,아토 자외선차단마스크 가눔단 ,단 
[기획1+1]뉴 오토첵 측정지(스트립) + 오토첵 혈당측정기,1,기획뉴 오토첵 측정지  오토첵 혈당측정기,정기
ATC전자동약포장기 리본(10ROLL)종이관,1,전자동약포장기 리본종이관,이관
한삼인6년근 백세홍삼골드(쇼핑백포함),1,한삼인년근 백세홍삼골드,골드
라미실크림1%(처방용)(신),1,라미실크림,크림
(NEW) 3M 후투로 지지대형 손목보호대(좌우겸용),1,  후투로 지지대형 손목보호대,호대
씨콜드플러스정 10정(new),1,씨콜드플러스정 정, 정
노즈비데(코세척기),1,노즈비데,비데
엑토린정(관병),1,엑토린정,린정
농협 맞춤녹용홍삼진액(쇼핑백포함),1,농협 맞춤녹용홍삼진액,진액
무통사혈기-행림,1,무통사혈기행림,행림
신프로&프리바이오틱스 5000,1,신프로프리바이오틱스 ,스 
[더샵특별할인1+1]써니데이더말워터스프레이미스트,1,더샵특별할인써니데이더말워터스프레이미스트,스트
칸데칸정 16mg ,1,칸데칸정  ,  
글로나제정,1,글로나제정,제정
샌드박스프렌즈 잠뜰 에코빨대물통,1,샌드박스프렌즈 잠뜰 에코빨대물통,물통
베러에이정(방풍통성산건조엑스,1,베러에이정방풍통성산건조엑스,엑스
[특별가전용] VOM (HA필러)_봄,1,특별가전용  봄, 봄
순수산소(휴대용 산소캔),1,순수산소,산소
메디힐 PDF 에이씨-드레싱 앰플 마스크팩(피부진정/피지케어),1,메디힐  에이씨드레싱 앰플 마스크팩,크팩
맛있게 소문난 다예차 보리순추출분말 ,1,맛있게 소문난 다예차 보리순추출분말 ,말 
아벤트 젖병브러쉬,1,아벤트 젖병브러쉬,러쉬
Microlife 손목혈압계 BP3BL1-3 ,1, 손목혈압계  ,  
티타니아 파우더 스프레이(촉촉해지고 간지러운 발에 도움)진열세트,1,티타니아 파우더 스프레이진열세트,세트
올딥 정,1,올딥 정, 정
(2015년형)고바야시 하루 손난로,1,고바야시 하루 손난로,난로
키네시올로지테이프(비발수성/살색) ,1,키네시올로지테이프 ,프 
피나윈정,1,피나윈정,윈정
핑크퐁 요거트 딸기랑(동결건조),1,핑크퐁 요거트 딸기랑,기랑
바른건강습관 여주환,1,바른건강습관 여주환,주환
한신쌍화탕엑스과립,1,한신쌍화탕엑스과립,과립
비접촉식체온계/국민체온계,1,비접촉식체온계국민체온계,온계
수술용글러브 Gammex 멸균 7.5 (Sensitive) PF (유효기간 임박 할인),1,수술용글러브  멸균    ,  
엠디프라임 황토 냉온찜질팩 (PVC),1,엠디프라임 황토 냉온찜질팩 ,팩 
겨울왕국2 썸머패치(2021년형) ,1,겨울왕국 썸머패치 ,치 
[기획1+1]미라클 핸드 손소독제+누리케어 손소독티슈,1,기획미라클 핸드 손소독제누리케어 손소독티슈,티슈
리오다제정(병),1,리오다제정,제정
EZ_7일막대약통／자외선차단형／대,1,일막대약통자외선차단형대,형대
신텍스온청음,1,신텍스온청음,청음
드림 란셋,1,드림 란셋,란셋
메디엔탈 콜라겐 필레이저 딥클렌징 오일,1,메디엔탈 콜라겐 필레이저 딥클렌징 오일,오일
